en_name,th_name,ingredients,course,province,region,,unnamed:_0,food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,unnamed:_0.1,mean,median,histogram_path,description_path,heatmap_path,group,_source_file
,,,,,,223,223,lentil soup with ham,139,2.8,1.1,1.3,0.3,20.2,0,9.3,0,7.4,1.3,212.7,0,0.2,0.036,0.056,0.1,1.4,0.3,0.2,4.2,0,0,0,42.2,0.2,2.7,22.3,0.3,183.5,357.1,0.011,0.7,81.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,224,224,tomato soup,98,0.7,0.2,0.2,0.2,22.5,12.2,2.2,1.6,0.0,0.6,119.6,0,0.044,0,0,0.076,1.3,0,0.1,19.1,0,0.5,0.034,19.2,0.012,0.9,20.7,0.2,45.9,831.8,0.081,0.3,66.2,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,225,225,fish broth,39,1.5,0.3,0.3,0.6,1,0.2,4.9,0,0.0,0.5,234.2,0.068,0,0.055,0.022,0.089,3.3,0,0.057,0,0,0.4,0.094,73.2,0.1,0.5,2.4,0,73.2,209.8,0.071,0.2,81.193,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,226,226,chili without beans canned,283,17,5.4,5.9,1.1,14.6,0,18.1,0,50.4,0.9,186.4,0,0.044,0,0.039,0.3,3,0.4,0.3,4.3,0,0,0,72,0.5,4.8,48,0.7,184.8,444,0.043,2.7,130.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,227,227,minestrone soup,167,5,1.1,1.4,2.2,22.6,3.7,8.6,2,2.5,1.3,204.1,0,0.1,0.086,0,0.008,1.9,0.7,0.2,2.2,0,1.1,0.052,68.9,0.2,1.8,14.8,0.7,113.2,627.3,0.029,1.5,111.1,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,228,228,clam chowder soup,154,4.4,0.8,0.8,2.6,24.5,6.8,4.4,3,5.0,1.8,212.4,0.051,0.087,0.053,0.065,0.086,1.6,0.4,0.2,8.1,0,2.6,0.011,47.9,0.3,3.3,20.2,0.8,83.2,378,0.057,1.9,95.69,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,229,229,tomato vegetable soup,54,0.8,0.4,0.3,0.054,9.9,2.4,1.9,0.7,0.0,0.3,230.9,0,0.088,0.030,0,0.091,1.2,0.1,0.095,2.9,0,0.4,0.079,19.6,0.1,0.6,9.8,0.1,34.3,164.2,0.060,0.2,36.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,230,230,cream of rice coup,127,0.2,0.070,0.071,0.032,28.1,0.022,2.2,0.2,0.0,0.4,213.5,0,0,0.028,0,0,1,0.2,0.029,0,0,0.092,0,7.3,0.004,0.5,7.3,0.4,41.5,48.8,0.008,0.4,38.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,231,231,cream of celery soup,181,11.2,2.8,2.6,5,17.7,3.4,3.3,1.5,27.7,1.3,214.1,0.042,0.069,0.052,0,0.049,0.7,2.3,0.001,0.5,0,3.5,0.002,80.6,0.3,1.3,12.6,0.5,75.6,247,0.051,0.3,116.189,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,232,232,chicken gravy,188,13.6,3.4,6.1,3.6,12.9,1.9,4.6,1,4.8,1,203.1,0.088,0.091,0.020,0.057,0.1,1.1,0.076,0.012,0,0,0.3,0.046,47.6,0.2,1.1,4.8,0.5,69,259.4,0.020,1.9,80.872,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,233,233,tomato rice soup,240,5.5,1,1.2,2.7,44.1,15.2,4.2,3.4,2.6,1.6,199,0.042,0.1,0.049,0,0.1,2.1,0.3,0.2,29.7,0,4.5,0.081,46.4,0.3,1.6,10.3,0.8,67.1,663.1,0.098,1,134.933,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,234,234,vegetable beef soup,128,2,0.6,0.7,0.3,9.6,0,18.1,4.4,8.8,1.1,258.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,235,235,tomato beef noodle soup,281,8.6,3.2,3.5,1.4,42.3,0,8.9,3,7.5,1.8,185.9,0,0.2,0.050,0.077,0.2,3.7,0.4,0.2,0,0,1.6,0,35.1,0.3,2.2,15.1,0.5,113,441.8,0.037,1.5,100.1,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,236,236,oyster stew soup,118,7.7,5,1.8,0.3,8.2,0,4.2,0,27.1,1.8,221.1,0,0.068,0.028,0.061,0.077,0.5,0.2,0.058,6.4,0,0,0,44.3,3.2,2,9.8,0.7,95.9,98.4,0.035,20.7,72.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,237,237,ramen noodle soup dry,371,13.3,6.4,5.6,1.2,53.9,1.3,8.9,2,0.0,1.7,4.2,0,0.9,0.008,0.035,0.2,3.5,0.2,0.014,0.3,0,1.3,0.038,24.7,0.1,3.4,19.6,0.4,101.2,152.2,0.021,0.7,106.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,238,238,chicken noodle soup,145,4.7,1.2,1.6,1,18.4,0,7.2,2.7,24.2,2.1,267.2,0.029,0.011,0.2,0.097,0.001,0.2,3.7,0.5,0.1,0,0,0.2,0,18.2,0.4,2,24.2,0.3,115.1,145.4,0.095,33.513,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,239,239,chicken bouillon dry,11,0.6,0.1,0.2,0.2,0.7,0.7,0.7,0,0.5,1,0.043,0,0.078,0.086,0.004,0.008,0.016,0.085,0.026,0.048,0,0.060,0,7.5,0,0.061,2.2,0.048,6.6,12.4,0.079,0.083,9.502,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,240,240,cream of asparagus soup,174,8.2,2.1,1.9,3.7,21.5,1.8,4.6,1,10.1,1.7,211.8,0.091,0.1,0.089,0,0.2,1.6,0.3,0.033,5.5,0,1.2,0.010,58,0.3,1.6,7.6,0.8,78.1,347.8,0.009,1.8,100.43,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,241,241,turkey noodle soup,139,4,1.1,1.6,1,17.3,1,7.8,1.5,10.1,1.6,217.7,0.082,0.1,0.060,0.052,0.1,2.8,0.4,0.017,0.3,0,0.4,0.062,22.7,0.3,1.9,10.1,0.5,95.8,151.2,0.028,1.2,55.582,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,242,242,cream of shrimp soup,181,10.4,6.5,3,0.4,16.5,0,5.6,0.5,32.8,1.7,213.8,0.026,0.085,0.080,0.015,0.029,0.9,0.3,0.054,0,0,0,0,35.3,0.3,1.1,17.6,0.8,65.5,118.4,0.024,1.5,69.41,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,243,243,bean with pork soup,335,11.5,3,4.2,3.5,44.1,7.8,15.3,15.3,5.2,1.7,182.4,0.021,0.2,0.054,0,0.030,1.1,0.029,0.036,3.1,0,2.3,0.011,156,0.4,4,85.8,0.6,254.8,975,0.052,2,249.324,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,244,244,chicken broth,12,0.5,0.008,0.1,0.042,1,0,1,0,0.0,0.9,229.8,0,0.028,0,0,0.030,1.2,0.040,0.072,16.5,0,0,0,14.1,0.077,0.5,2.4,0.1,30.6,188,0,0.2,33.6,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,245,245,beef broth powder,8,0.3,0.2,0.1,0.040,0.6,0.6,0.6,0,0.4,0.9,0.1,0,0.029,0.073,0.008,0.075,0.2,0.075,0.044,0,0,0.068,0.016,2.2,0,0.030,1.8,0.033,11.5,16.1,0.032,0,3.739,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,246,246,split pea soup,180,2.3,0.8,0.9,0.4,29.9,12.8,9.7,4.8,5.1,0.4,208.5,0,0.2,0.019,0,0.079,1.2,0.6,0.2,0,0,0.5,0.022,43,0.3,1.9,35.4,0.5,136.6,463,0.088,1,91.6,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,247,247,escarole soup,61,4,1.2,1.8,0.8,4,0,3.4,0,5.5,2.3,535.8,0,0.2,0.058,0.060,0.1,5.1,0.4,0.5,10,0,0,0,71.9,0.8,1.7,11.1,2.8,177,591.7,0,5,95.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,248,248,chicken stock,86,2.9,0.8,1.4,0.5,8.5,3.8,6,0,7.2,0.3,221.2,0.009,0.073,0.059,0,0.2,3.8,0,0.1,0.5,0,0.046,0.081,7.2,0.1,0.5,9.6,0,64.8,252,0.091,0.3,25.696,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,249,249,tomato bisque soup,248,5,1.1,1.4,2.2,47.7,0,4.5,2.1,10.3,1.8,194.3,0.017,0.1,0.097,0,0.1,2.3,0.3,0.2,11.9,0,0,0,80,0.3,1.7,18.1,0.5,121.3,838.5,0,1.2,152.913,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,250,250,shark fin soup,99,4.3,1.1,1.3,0.7,8.2,0,6.9,0,4.3,1.1,194.7,0,0.019,0.048,0.009,0.086,1.1,0.3,0.017,0.2,0,0,0,21.6,0.2,2,15.1,0.002,45.4,114.5,0,1.8,43.2,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,251,251,onion soup,113,3.5,0.5,1.5,1.3,16.4,6.7,7.5,1.7,0.0,1.3,212.4,0.020,0.022,0.099,0,0.016,1.2,0,0.095,2.5,0,0.5,0.088,54.1,0.2,1.4,4.9,0.5,22.1,137.8,0.073,1.2,87.173,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,252,252,chicken gumbo soup,113,2.9,0.7,1.3,0.7,16.8,4.9,5.3,4,7.6,1.7,221.8,0,0.5,0.041,0,0.8,1.3,0.4,0.1,10.1,0,0.9,0.024,47.9,0.3,1.8,7.6,0.5,50.4,151.2,0.084,0.8,88.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,253,253,crab soup,95,0.8,0.2,0.2,0.3,12.5,0,10.4,2.4,41.5,0.6,217.4,0,0.064,0.070,0.088,0.1,2.5,0.3,0.1,9.3,0,0,0.041,83,0.5,1.9,41.5,0.5,153.7,434.3,0.049,1.9,120.3,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,254,254,tripe soup,148,5.2,2.1,2.2,0.6,8.1,0,17.2,0,118.0,0.8,166.8,0,0.041,0,0.093,0.011,1,0.3,0.013,0,0,0.8,0.031,44,0.049,1.4,20,0.1,84,162,0.039,2.1,75.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,255,255,little india little lunch,164,10.6,15.6,12.2,1.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,256,256,original chicken sandwich chick fil a,125,5.1,11.6,7.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,257,257,sausage mcmuffin mcdonalds,383,24.2,8.3,8.9,3.7,28.2,2.2,14.6,1.6,44.9,0.8,44.8,0,0.4,0.008,0.030,0.3,4.8,0.6,0.2,0,0,0.3,0,257.6,0.1,2.3,24.2,0.3,187.5,216.2,0,1.5,328.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,258,258,sausage mcgriddles mcdonalds,421,24,7.3,10.2,3.5,42.2,15.2,11.4,1.4,32.4,1,54.1,0,0.3,0.037,0.038,0.2,4.2,0.5,0.1,0,0,0,0,85.1,0.1,1.9,18.9,0.3,426.6,195.8,0,1,166.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,259,259,crispy chicken drumstick kentucky fried chicken,70,3,0.8,1.2,0.8,0,0,10.6,0,56.2,0.2,26.6,0.025,0.080,0,0.080,0.1,2.2,0.5,0.1,0,0,0,0,6.6,0.098,0.4,9.4,0.091,91.8,111.9,0.015,1,20.632,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,260,260,chicken crispy drumsticks kentucky fried chicken,156,10.1,2.2,3.4,3.6,4.5,0,11.8,0,62.1,0.4,29.3,0.071,0.045,0,0.028,0.1,2.6,0.6,0.1,0,0,0,0,14.3,0.2,0.5,12,0.060,112.9,135.1,0.064,1,41.248,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,261,261,biscuit kentucky fried chicken,185,9.1,2.2,6.1,0.6,22.1,1.7,3.8,0.8,0.5,0.5,15.1,0,0.2,0,0.074,0.1,1.7,0.2,0.035,0,0,0.7,0.071,31.2,0.009,1.5,7.8,0.2,304.7,59.8,0.076,0.3,68.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,262,262,english muffin mcdonalds,97,2.3,1.1,15.4,1.1,2.9,1.5,5.7,0.2,20.7,0.031,0,0.3,0.004,0,0.2,2.7,0.3,0.036,0,0,0.3,0,166.4,0.080,1.8,13.1,0.3,68.4,73,0,0.5,0.0,24.548,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,263,263,french fries mcdonalds,378,18.1,2.7,8.6,5.5,49.8,0.2,4,4.6,0.0,0.2,42.9,0.052,0,0.2,0,0,0.037,3.8,0.7,0.4,6.6,0,1.6,0.003,22.2,0.1,0.9,43.3,0.3,148.6,697.3,0.070,77.129,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,264,264,hotdog,383,23,8.1,10.8,2.7,28.5,0,16.4,0,69.8,1.1,83.6,0,0.4,0.096,0.043,0.4,5.8,0.8,0.094,0.2,0,0,0,37.2,0.1,3.7,20.2,0.1,153.5,226.3,0.090,3.1,109.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,265,265,french fries burger king,207,9.2,1.6,2.4,4.4,28.6,0.4,2.4,2.1,0.0,0.2,32.5,0.085,0,0.1,0,0,0.026,1.6,0.4,0.2,1.6,0,1.8,0.083,12.6,0.005,0.5,20,0.2,88.1,345.6,0,42.635,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,266,266,original taco with beef cheese lettuce taco bell,158,8.8,3,3,2.1,13.7,0.6,6.1,2.7,19.3,0.3,39.3,0,0.056,0.056,0.052,0.065,1.1,0,0.086,0.3,0,0.4,0.068,61.4,0.094,0.8,22.1,0.2,122.8,144.2,0.021,1.2,93.8,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,267,267,hotdog with chili,296,13.4,4.9,6.6,1.2,31.3,0,13.5,0,51.3,0.5,54.5,0,0.2,0.031,0.017,0.4,3.7,0.5,0.003,2.7,0,0,0,19.4,0.1,3.3,10.3,0.1,191.5,166.4,0.038,0.8,83.6,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,268,268,chicken crispy wings kentucky fried chicken,148,10.1,2.1,3.3,3.8,5.1,0,9.2,0,47.1,0.3,18.4,0.033,0.029,0,0.051,0.033,2.4,0.5,0.1,0,0,0,0,15.4,0.2,0.3,9.7,0.015,84.5,98.1,0.003,0.5,40.161,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,269,269,egg white delight mcdonalds,250,16,4,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,270,270,french toast sticks burger king,73,3.7,0.8,2,0.5,8.7,2.1,1.3,0.3,0.0,0.014,7,0,0.066,0,0,0.039,0.5,0.072,0.037,0,0,0.2,0.009,11.1,0.036,0.4,4,0.068,18.3,23.3,0.049,0.1,25.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,271,271,mcchicken mcdonalds,358,17.3,3.1,5.8,6.5,36.6,4.7,13.7,1.7,35.4,0.8,60.4,0.1,0,0.3,0,0.034,0.3,5.2,0,0,0,0,0,0,115.3,0.1,2.3,26.2,0.5,182.1,226.6,0,69.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,272,272,nachos supreme taco bell,480,26.6,7.8,13.7,2.8,45,0,14.8,8,37.1,0.8,104.9,0,0.2,0.031,0.044,0.3,1.9,0.5,0.3,0,0,1.4,0.074,142.4,0.2,4.2,89.7,0.5,384.2,471.9,0.055,2.7,241.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,273,273,crispy chicken wing kentucky fried chicken,104,5.3,1.1,1.7,1.8,1.3,0,12.6,0,64.2,0.3,23.7,0.019,0.029,0,0.023,0.032,3.1,0.5,0.2,0,0,0,0,13.2,0.006,0.4,11,0.085,99.4,116.6,0.033,0.8,32.851,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,274,274,chicken strips burger king,105,5.5,1,1.5,2.7,7.4,0,6.6,0.5,15.8,0.3,15.5,0.055,0.076,0.080,0.020,0.065,0.046,2.9,0.2,0.1,0.4,0,1.4,0.046,4.7,0.005,0.2,9.7,0.036,104.8,113.4,0.070,20.168,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,275,275,crispy chicken breast kentucky fried chicken,214,6.7,1.7,2.4,2.3,0.4,0,38.2,0,121.8,0.7,92,0.061,0.049,0,0.055,0.2,15.3,2.3,0.6,0,0,0,0,28,0.008,0.7,39.2,0.092,354.2,432.6,0.042,1.2,74.065,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,276,276,sausage biscuit mcdonalds,440,29.7,12.5,10.3,4,31.8,2.3,11.3,1.4,33.9,1,40.6,0.049,0.5,0.1,0.029,0.3,5,0.6,0.1,0,0,0.9,0,64.4,0.031,2.4,15.2,0.2,377.9,207.1,0,1,141.05,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,277,277,sausage burrito mcdonalds,339,17.1,6.1,6.5,2.4,24.2,1.4,13,1.2,172.9,0.8,55.8,0.004,0.2,0.045,0.036,0.3,1.9,0.9,0.4,0.9,0,0.2,0,203.4,0.005,1.8,19.2,0.2,247.5,154.8,0,1.3,261.627,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,278,278,onion rings fried,27,1.6,0.3,0.4,0.8,2.8,0.4,0.3,0.2,0.0,0.015,1.6,0,0.045,0,0,0.070,0.001,0.076,0.076,0.055,0,0.3,0,7.5,0.075,0.038,1.2,0.021,10.3,10.9,0.011,0.007,12.551,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,279,279,onion rings burger king,379,23,3.8,6.3,11.1,39.7,4.9,3.5,2.5,0.0,0.7,22.3,0,0.1,0,0,0.063,0.6,0.3,0.1,1.3,0,4.5,0,104.7,0.012,0.7,17.3,0.3,143.8,152,0.023,0.5,175.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,280,280,turkey patty fried,79,5,1.3,2.1,1.3,4.4,0.053,3.9,0.1,21.0,0.2,13.9,0.088,0.096,0.083,0.054,0.032,0.6,0.1,0.069,0,0.078,0.3,0.074,3.9,0.027,0.6,4.2,0.049,75.6,77,0.054,0.4,17.934,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,281,281,hotcakes with syrup mcdonalds,601,17.8,1.8,1.9,4.6,101.8,45.5,9,2,19.9,0.6,89.7,0,0.4,0.1,0,0.4,3.2,1.1,0.1,0,0,0,0,126,0.1,2.8,28.7,0.4,391.2,276.3,0,0.6,259.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,282,282,crispy chicken thigh kentucky fried chicken,163,9.1,2.5,3.8,2.1,0,0,20.4,0,107.4,0.5,59.8,0.078,0.043,0,0.057,0.2,4.8,1.2,0.3,0,0,0,0,19.1,0.037,0.9,20,0.095,202.9,246.6,0.040,1.7,49.591,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,283,283,corn dog,195,9.4,2.7,3.7,2.6,21,5.9,6.7,0.8,34.3,0.5,39.2,0.1,0.028,0.1,0.014,0.023,0.1,2.2,0.6,0.059,0.4,0.044,0.5,0.086,56.2,0.1,1.5,13.3,0.029,174.7,97.5,0.012,38.257,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,284,284,chicken box mcdonalds,70,4,0.8,2.8,0.011,5.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,285,285,potato wedges kentucky fried chicken,379,19.8,4,11.9,2.4,45,0,5.4,4.2,0.0,1,59.2,0,0.2,0,0,0.026,2.9,0.8,0.3,0,0,1.1,0.068,34.8,0.2,1.4,40.2,0.4,142,699.5,0,0.6,110.6,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,286,286,scrambled eggs mcdonalds,98,7.5,2.1,2.7,1.1,0.9,0.1,7.7,0,217.8,0.040,34.1,0.046,0.018,0.029,0.008,0.3,0.034,0.6,0.011,0,0,0.7,0,33.7,0.096,1.1,6.1,0.049,133.1,70.9,0,0.7,50.931,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,287,287,egg mcmuffin mcdonalds,287,12.2,4.5,3.4,2.2,27.3,2.7,17.2,1.4,207.9,0.8,66.3,0.1,0,0.3,0.038,0,0.5,3.9,1.1,0.2,1.5,0,0.7,0,241.9,0.1,2.9,25.2,0.3,252,218,0,58.5,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,288,288,nachos taco bell,362,21.9,4.7,12.6,2.6,36,0,5.1,3.8,4.0,0.5,33.9,0,0.1,0.036,0,0.1,0.9,0.3,0.2,0,0,1,0.070,88.1,0.1,1.1,51.5,0.3,280.2,180.2,0.048,1.1,156.0,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,289,289,biscuit large mcdonalds,310,14.4,8.3,3.4,2,39.4,2.7,5.5,1.8,0.0,0.9,27.6,0.095,0.4,0.1,0.046,0.3,3.7,0.4,0.088,0,0,1.1,0,68.4,0.091,2.5,9.9,0.2,397.8,108,0,0.4,132.022,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,290,290,crispy chicken strips kentucky fried chicken,129,7.2,1.4,2,3.2,6.4,0,9.5,0.7,24.0,0.4,22.5,0,0.075,0,0.006,0.015,4,0.6,0.2,0,0,0.4,0.092,11.8,0.014,0.3,15.5,0.1,140.1,156.5,0.067,0.3,35.9,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,291,291,hotcakes mcdonalds,113,2.9,0.6,0.6,1.5,19,4.4,3,0.7,6.4,0.2,23.9,0,0.1,0.088,0,0.1,1.1,0.4,0.005,0,0,0.3,0,41.7,0.054,0.9,9.4,0.1,129,85.8,0,0.2,68.2,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,292,292,chicken crispy breast kentucky fried chicken,375,23.2,5,7.6,8.8,11.9,0,29.7,0,106.4,0.8,72,0.023,0.067,0,0.083,0.1,11.4,1.9,0.4,0,0,0,0,37.8,0.6,0.8,33.6,0.2,301,361.2,0.090,1.1,103.428,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,293,293,hotcakes sausage mcdonalds,776,34.9,7.3,9,6.5,102.4,45.7,15.5,2.1,50.2,0.9,107.4,0,0.6,0.1,0.004,0.5,5.2,1.4,0.2,0,0,0,0,134.6,0.2,3.2,37,0.4,451.4,390.7,0,1.3,292.7,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,294,294,chicken mcnuggets mcdonalds,48,3.2,0.5,1.3,0.9,2.4,0.025,2.5,0,7.0,0.009,7.5,0.071,0,0.023,0,0.005,0.049,1.2,0.1,0.072,0.2,0,0,0,1.8,0.017,0.1,3.8,0.073,43.5,40.3,0,8.181,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,295,295,chips chipotle,151,7.1,0.9,19.3,1.1,2.1,2.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,296,296,biscuit mcdonalds,261,12.2,7,2.8,1.7,33.3,2.2,4.7,1.5,0.0,0.7,23.3,0.070,0.4,0.1,0.022,0.3,3.1,0.3,0.049,0,0,0.9,0,57.8,0.049,2.1,8.4,0.2,335.9,91.2,0,0.3,111.687,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
,,,,,,297,297,rice bowl with chicken,36,0.4,0.010,0.1,0.1,6.4,1.2,1.6,0.2,4.5,0.064,19.6,0.026,0.068,0.094,0.014,0.070,0.6,0.1,0.070,0.8,0,0.080,0.043,3.7,0.057,0.008,4,0.075,26.6,34.8,0.035,0.1,13.178,,,,,,,,data\FINAL FOOD DATASET\FOOD-DATA-GROUP1.csv
